Age,Gender,Education Level,Job Title,Years of Experience,Salary
35,Female,Master's,Enseignant,12.0,29900
32,Male,Bachelor's,Développeur Software,6.1,59000
38,Male,Bachelor's,Assistant Administratif,7.4,20400
50,Female,CAP/BEP,Chargé de Communication,31.4,41200
29,Female,Bachelor's,Commercial,7.5,24800
38,Female,Bachelor's,Chef de Projet IT,16.5,49000
25,Female,Bachelor's,Business Developer,2.5,30200
44,Female,Master's,DevOps Engineer,20.0,47400
25,Male,Bachelor's,Commercial,3.2,22200
33,Male,Master's,Juriste,4.1,49200
41,Female,PhD,Chercheur,10.9,28400
35,Male,Master's,Data Analyst,7.4,44800
41,Male,PhD,DevOps Engineer,11.8,68900
57,Male,Bachelor's,Commercial,26.0,37900
48,Female,PhD,Responsable Marketing,9.3,50200
45,Male,Master's,ML Engineer,21.4,73400
48,Male,Master's,Data Analyst,17.5,54000
38,Female,Baccalauréat,Comptable,20.0,35100
48,Male,Bachelor's,Chargé de Communication,25.7,42100
38,Female,Master's,Data Engineer,11.4,39200
33,Male,Bachelor's,Technicien de Maintenance,12.0,27400
25,Male,Bachelor's,Logisticien,1.8,28300
36,Female,Master's,Contrôleur de Gestion,9.1,33300
42,Female,Bachelor's,Assistant Administratif,12.9,17764
23,Female,Master's,Architecte Cloud,0.0,45500
27,Male,PhD,Chercheur,0.0,32900
40,Male,Baccalauréat,Data Engineer,16.7,44600
51,Male,Master's,Ingénieur Systèmes,25.1,83500
38,Female,Master's,Ingénieur Systèmes,15.0,48400
40,Female,Bachelor's,Conducteur de Projet,6.9,24700
43,Male,Master's,Data Scientist,12.0,46500
40,Male,Baccalauréat,Chef de Projet IT,9.4,25800
27,Male,PhD,Pharmacien,0.0,32000
34,Female,Bachelor's,DevOps Engineer,10.2,44400
43,Male,PhD,Data Analyst,10.1,66200
32,Male,Master's,Technicien de Maintenance,4.7,20100
29,Male,Bachelor's,Analyste Financier,6.7,57800
39,Male,Bachelor's,Account Manager,8.2,26700
34,Male,Master's,Data Analyst,7.6,47100
49,Male,Master's,ML Engineer,15.5,54000
48,Male,PhD,ML Engineer,17.3,55800
40,Female,Master's,Juriste,8.2,34000
46,Female,Bachelor's,Développeur Software,10.5,29600
50,Male,Baccalauréat,Chargé de Communication,22.0,39300
34,Female,Master's,Data Scientist,7.6,38800
33,Female,Bachelor's,Data Analyst,7.9,29900
40,Female,Master's,Data Engineer,17.0,80600
35,Male,Bachelor's,Développeur Software,11.9,37200
46,Male,Bachelor's,Technicien de Maintenance,19.3,27900
36,Male,Master's,Chef de Projet IT,11.6,56200
39,Female,Bachelor's,Office Manager,16.3,28500
48,Female,Master's,Assistant Administratif,14.9,40400
32,Male,PhD,Responsable Marketing,3.5,43300
27,Female,Bachelor's,Account Manager,5.0,22400
24,Female,Master's,Consultant IT,0.7,28900
28,Male,Master's,Enseignant,4.5,26500
46,Female,Baccalauréat,Data Scientist,23.0,48000
23,Female,Master's,Directeur Financier,0.0,53800
32,Female,Bachelor's,Chargé de Communication,2.1,24400
35,Male,Master's,Data Engineer,9.6,59100
32,Male,Master's,Analyste Financier,5.3,52800
43,Female,Bachelor's,Infirmier,15.4,28600
32,Male,Baccalauréat,Architecte Cloud,11.2,86400
51,Female,Bachelor's,Directeur Financier,11.7,69400
43,Female,Bachelor's,Business Developer,10.8,33600
25,Female,Master's,Analyste Financier,1.5,55900
20,Female,Baccalauréat,Assistant Administratif,1.8,17764
37,Male,Master's,Ingénieur Systèmes,8.4,69300
38,Female,CAP/BEP,Office Manager,16.5,21900
31,Male,CAP/BEP,Assistant Administratif,7.6,17764
37,Female,Baccalauréat,Data Scientist,11.3,30900
53,Male,Master's,Data Analyst,30.0,53700
52,Male,Bachelor's,Responsable RH,27.8,50500
29,Female,Bachelor's,Office Manager,3.7,22900
27,Male,PhD,Chercheur,0.0,40400
50,Male,Bachelor's,Contrôleur de Gestion,10.5,47300
51,Male,Baccalauréat,Comptable,27.0,39600
34,Male,Master's,Enseignant,6.1,30800
43,Male,Bachelor's,Commercial,12.4,35300
27,Female,Master's,Data Analyst,2.8,29600
53,Male,Master's,Développeur Software,9.0,45200
38,Female,Master's,Chargé de Communication,8.0,35300
28,Female,PhD,ML Engineer,1.0,36200
43,Male,Master's,Responsable Commercial,18.0,48900
50,Female,PhD,DevOps Engineer,21.0,80400
31,Female,Master's,Assistant Administratif,3.8,30400
35,Male,Bachelor's,Assistant Administratif,4.3,17764
53,Male,Master's,Data Analyst,28.2,55800
47,Male,CAP/BEP,Contrôleur de Gestion,29.0,46900
40,Female,Bachelor's,Assistant Administratif,15.7,27400
41,Female,Bachelor's,Assistant Administratif,14.0,20900
35,Female,Bachelor's,Comptable,11.1,23300
35,Female,Bachelor's,Logisticien,4.4,17764
36,Male,Master's,ML Engineer,13.0,55800
37,Male,Bachelor's,Technicien de Maintenance,12.6,28400
29,Male,PhD,Responsable Commercial,1.9,49200
34,Female,Bachelor's,Office Manager,9.2,26700
46,Female,Master's,Analyste Financier,15.3,61100
27,Male,PhD,Chercheur,0.0,27400
30,Male,Master's,Consultant IT,5.3,49200
35,Female,Master's,Architecte Cloud,7.2,52800
35,Male,Master's,Comptable,8.7,50600
40,Female,PhD,Account Manager,4.2,29300
60,Male,Master's,Logisticien,26.3,65300
27,Female,PhD,Contrôleur de Gestion,0.0,33100
37,Female,Master's,Ingénieur Systèmes,14.0,33500
38,Male,Baccalauréat,Chargé de Communication,7.6,17764
47,Female,Bachelor's,Logisticien,19.9,25400
46,Male,Master's,Data Engineer,15.1,50100
27,Male,PhD,Enseignant,0.0,22800
36,Male,CAP/BEP,Account Manager,10.9,27500
26,Female,Bachelor's,DevOps Engineer,1.3,43900
33,Female,Baccalauréat,Trader,11.4,42600
36,Male,CAP/BEP,Infirmier,17.7,31300
29,Male,Bachelor's,Analyste Financier,4.4,55600
40,Female,Master's,Chef de Projet IT,12.0,43400
38,Female,Master's,Data Analyst,5.0,34900
34,Female,Master's,Responsable RH,7.5,38200
31,Female,Master's,Ingénieur Systèmes,7.6,34900
47,Female,Master's,Responsable Commercial,24.0,68600
19,Female,Baccalauréat,Comptable,0.6,19900
23,Male,Master's,Juriste,0.0,27100
41,Male,Master's,Architecte Cloud,15.8,86700
47,Female,Baccalauréat,Business Developer,23.7,34000
31,Male,Baccalauréat,Analyste Financier,10.0,40900
33,Male,Master's,ML Engineer,8.2,39200
39,Female,Master's,Data Engineer,12.1,44400
48,Female,Master's,Chargé RH,20.0,37300
29,Female,Master's,Consultant IT,3.0,48400
49,Male,PhD,Logisticien,22.0,45200
42,Male,Master's,Data Analyst,17.3,48600
25,Male,Master's,Office Manager,2.0,27200
49,Male,Master's,Responsable RH,24.1,51700
47,Female,CAP/BEP,Commercial,22.6,17764
33,Male,Master's,Data Analyst,8.7,43200
36,Male,Bachelor's,Développeur Software,14.7,36600
33,Male,Bachelor's,Account Manager,7.3,36300
38,Female,CAP/BEP,Infirmier,11.8,17764
48,Female,Master's,Directeur Financier,25.0,80300
41,Female,Bachelor's,Responsable RH,10.9,35700
40,Female,Bachelor's,Développeur Software,19.0,47800
43,Male,CAP/BEP,Infirmier,20.5,21700
27,Female,CAP/BEP,Logisticien,7.0,17764
33,Female,PhD,Contrôleur de Gestion,3.8,49000
32,Female,Master's,ML Engineer,5.6,64200
40,Male,Master's,DevOps Engineer,12.1,46500
36,Female,Baccalauréat,Comptable,14.5,25600
37,Female,Bachelor's,Enseignant,13.2,19700
36,Female,Master's,Développeur Software,6.7,30800
50,Female,Bachelor's,Data Engineer,12.8,55200
37,Female,Bachelor's,Consultant Finance,9.6,54800
47,Female,Baccalauréat,Conducteur de Projet,28.5,41500
36,Female,Master's,Data Engineer,11.6,31900
39,Female,Master's,DevOps Engineer,11.1,48700
50,Male,PhD,Architecte Cloud,20.8,110700
44,Male,PhD,ML Engineer,7.7,52600
45,Female,PhD,Data Scientist,10.7,45100
38,Female,Master's,Commercial,13.6,30500
31,Male,Master's,Architecte Cloud,5.4,61200
34,Male,Baccalauréat,Chargé RH,10.9,26100
36,Female,Bachelor's,Technicien de Maintenance,14.7,21600
36,Female,Master's,Responsable RH,7.6,38800
41,Female,Bachelor's,Chargé de Communication,20.0,39600
31,Female,Master's,Consultant Finance,4.6,42700
50,Male,PhD,Développeur Software,14.0,48100
52,Male,CAP/BEP,Contrôleur de Gestion,20.1,34300
31,Female,Bachelor's,Chargé de Communication,5.6,22300
32,Male,PhD,Architecte Cloud,5.0,68700
27,Female,PhD,Responsable RH,0.0,49100
36,Male,Bachelor's,Comptable,6.3,27500
44,Male,Bachelor's,Technicien de Maintenance,23.0,28100
31,Male,Master's,Consultant Finance,7.0,65100
30,Female,Master's,Responsable Commercial,5.1,36600
26,Female,Baccalauréat,Comptable,7.0,25700
35,Male,PhD,Consultant Finance,4.7,73100
32,Male,Bachelor's,Développeur Software,4.0,34700
46,Male,CAP/BEP,Ingénieur Systèmes,23.4,44700
24,Male,Baccalauréat,Consultant Finance,5.6,47200
50,Male,Master's,Chargé RH,16.6,44600
33,Female,Master's,Développeur Software,8.9,67000
44,Female,CAP/BEP,Juriste,19.4,24100
38,Female,Baccalauréat,Contrôleur de Gestion,20.0,30000
40,Male,Bachelor's,Juriste,17.7,50200
44,Female,Master's,Data Analyst,12.2,40200
39,Female,Bachelor's,Assistant Administratif,8.7,20500
43,Male,Master's,Infirmier,12.8,33500
32,Female,Master's,Consultant Finance,7.9,55300
40,Male,Master's,Pharmacien,16.1,41800
38,Female,Master's,Responsable Commercial,7.6,49300
47,Male,Bachelor's,Technicien de Maintenance,16.8,21100
23,Male,Master's,Infirmier,0.0,21000
31,Male,Master's,Responsable Marketing,5.2,42500
42,Female,Master's,Développeur Software,5.5,29200
30,Male,Bachelor's,Logisticien,4.9,22100
50,Male,CAP/BEP,Responsable Commercial,20.1,35200
34,Female,CAP/BEP,Account Manager,13.0,34000
36,Male,PhD,DevOps Engineer,6.1,64900
47,Female,Bachelor's,Analyste Financier,26.0,59000
43,Male,Bachelor's,Data Analyst,18.8,36400
40,Male,Master's,Consultant IT,17.0,72300
23,Male,Master's,Juriste,0.0,43800
59,Female,Master's,Développeur Software,24.1,72100
45,Male,Baccalauréat,Data Analyst,25.1,40600
25,Male,Bachelor's,DevOps Engineer,2.3,41800
39,Male,Bachelor's,Data Analyst,10.9,40000
33,Male,Master's,Analyste Financier,6.1,39900
31,Male,PhD,Data Engineer,3.7,55700
39,Male,Master's,Juriste,12.9,59900
31,Female,Baccalauréat,Développeur Software,13.0,27700
28,Male,Baccalauréat,Technicien de Maintenance,3.5,17764
44,Male,Bachelor's,Chargé RH,19.6,24800
29,Male,Master's,ML Engineer,5.1,55500
33,Female,PhD,Data Engineer,6.0,49900
41,Female,Master's,Développeur Software,16.9,65200
42,Female,Bachelor's,Account Manager,12.8,32800
37,Female,Master's,Développeur Software,9.3,56800
38,Female,Baccalauréat,Infirmier,19.8,24000
57,Female,Master's,Juriste,33.5,51900
40,Female,Baccalauréat,Infirmier,21.9,23100
42,Male,Master's,Comptable,13.4,35100
32,Female,Bachelor's,Technicien de Maintenance,7.3,25500
33,Male,Bachelor's,Assistant Administratif,12.0,19400
41,Female,Master's,Analyste Financier,4.2,33400
54,Male,Bachelor's,Technicien de Maintenance,30.8,42700
36,Male,Master's,Analyste Financier,11.0,64600
31,Male,Bachelor's,Contrôleur de Gestion,8.3,28200
47,Male,Master's,Chef de Projet IT,19.9,61700
33,Female,Bachelor's,Logisticien,8.7,17764
37,Male,Bachelor's,Technicien de Maintenance,8.9,17764
38,Female,Bachelor's,Comptable,7.5,20200
44,Female,Master's,Technicien de Maintenance,17.6,33800
35,Female,CAP/BEP,Analyste Financier,6.2,39900
36,Female,Master's,Consultant IT,7.0,41200
41,Female,Master's,Ingénieur Systèmes,16.3,51600
27,Male,PhD,Data Analyst,0.0,45800
20,Female,Baccalauréat,Chargé RH,0.8,19100
27,Female,Bachelor's,Conducteur de Projet,4.0,23800
51,Female,Master's,Directeur Financier,20.7,74400
46,Female,Master's,Data Engineer,23.0,51400
43,Male,Master's,Comptable,13.2,31400
46,Female,Master's,Data Analyst,10.9,44200
44,Female,Master's,Data Analyst,20.6,48400
28,Male,PhD,Responsable Commercial,0.7,52300
43,Male,Bachelor's,Office Manager,15.8,48400
25,Female,Master's,Trader,1.2,48300
32,Male,Bachelor's,Data Scientist,9.4,44500
39,Female,Master's,Data Analyst,11.9,37000
38,Male,PhD,Responsable Marketing,11.0,59600
31,Female,Baccalauréat,Conducteur de Projet,7.5,24400
45,Female,Bachelor's,Infirmier,11.1,38600
30,Female,Master's,Développeur Software,5.0,28900
60,Male,Bachelor's,Assistant Administratif,33.7,47500
31,Male,Baccalauréat,Responsable RH,6.1,25900
23,Male,Master's,Responsable RH,0.0,37200
39,Female,PhD,Data Analyst,7.5,31400
40,Male,Master's,Comptable,9.9,32000
23,Male,Master's,Développeur Software,0.0,42600
40,Female,Bachelor's,Consultant IT,13.0,69600
28,Male,Master's,Responsable RH,3.7,48200
31,Male,PhD,DevOps Engineer,3.6,56100
54,Male,Master's,Développeur Software,22.4,49200
41,Female,Master's,Analyste Financier,11.1,70900
40,Female,Baccalauréat,Chargé RH,22.0,30600
52,Female,CAP/BEP,Comptable,22.2,30500
45,Male,Master's,Architecte Cloud,17.9,73600
24,Male,Bachelor's,Développeur Software,1.8,29700
49,Female,Bachelor's,Comptable,15.4,25800
34,Female,Baccalauréat,Account Manager,8.5,22000
27,Female,Bachelor's,Comptable,5.2,28000
43,Male,Master's,Data Scientist,5.2,46700
52,Female,Master's,Commercial,23.5,50500
31,Male,Master's,Consultant IT,8.0,69000
44,Male,Bachelor's,Technicien de Maintenance,18.0,34400
30,Male,Master's,Chargé de Communication,4.8,25800
35,Female,CAP/BEP,Business Developer,16.9,25900
36,Male,PhD,Data Engineer,9.0,58000
47,Male,Master's,Développeur Software,18.4,39200
49,Female,Bachelor's,Comptable,19.0,25700
34,Male,Master's,Développeur Software,9.8,52600
46,Male,Master's,Développeur Software,12.0,42800
43,Female,Master's,Contrôleur de Gestion,16.1,53400
30,Male,Master's,Comptable,2.6,21400
38,Male,Bachelor's,Logisticien,8.8,25500
43,Male,Bachelor's,Assistant Administratif,19.7,23500
28,Male,CAP/BEP,Business Developer,7.1,28300
33,Male,PhD,Analyste Financier,5.0,48200
45,Female,CAP/BEP,Technicien de Maintenance,19.6,18600
34,Male,Bachelor's,Consultant Finance,5.6,40100
38,Male,PhD,Chef de Projet IT,8.3,66100
32,Female,PhD,Consultant IT,3.8,31200
42,Male,Baccalauréat,Chargé RH,17.8,30000
27,Male,PhD,Ingénieur Systèmes,0.0,39100
34,Female,Baccalauréat,Business Developer,4.6,20000
36,Female,Master's,Contrôleur de Gestion,2.5,29300
38,Male,Bachelor's,Chef de Projet IT,10.9,50500
31,Male,Bachelor's,Office Manager,5.1,33000
40,Female,Master's,Consultant Finance,7.0,46400
25,Male,Master's,Juriste,2.0,34400
47,Male,Bachelor's,Technicien de Maintenance,14.4,34100
38,Female,PhD,Médecin,6.5,62000
36,Male,CAP/BEP,Enseignant,18.0,24800
38,Male,Bachelor's,Commercial,14.5,36200
34,Female,Bachelor's,Consultant IT,12.3,30900
48,Male,Baccalauréat,Directeur Financier,6.8,70500
39,Female,CAP/BEP,Business Developer,8.7,25700
27,Male,Master's,DevOps Engineer,2.8,46500
43,Male,Bachelor's,Technicien de Maintenance,17.1,27900
31,Male,PhD,Développeur Software,4.0,38100
30,Male,Master's,Chef de Projet IT,4.1,45100
40,Female,Master's,Data Analyst,17.0,46000
28,Female,PhD,Data Analyst,0.5,35400
33,Male,Bachelor's,Comptable,10.6,47100
29,Female,Master's,Responsable Marketing,4.9,47300
47,Male,Bachelor's,Data Scientist,18.5,57100
32,Female,Bachelor's,Contrôleur de Gestion,9.7,54200
34,Male,Baccalauréat,Business Developer,11.8,31100
31,Male,Master's,Responsable RH,6.1,44200
30,Female,Master's,Juriste,6.9,31800
48,Male,CAP/BEP,Juriste,30.0,49300
48,Male,Master's,ML Engineer,19.8,77500
39,Male,Bachelor's,Data Scientist,14.8,56800
36,Male,Bachelor's,Chargé RH,13.3,37200
43,Female,Baccalauréat,Responsable Marketing,25.0,37800
31,Male,Master's,Enseignant,5.7,31200
29,Male,Master's,Consultant IT,4.9,57300
41,Male,Master's,Consultant Finance,11.1,64300
56,Female,Baccalauréat,Account Manager,18.9,32500
21,Female,Bachelor's,Chargé de Communication,0.0,18700
36,Female,Master's,Consultant Finance,9.6,36000
35,Female,Master's,Chef de Projet IT,10.9,44600
38,Male,Bachelor's,Conducteur de Projet,6.7,43200
39,Male,Baccalauréat,Business Developer,18.6,63100
26,Female,Bachelor's,Comptable,3.6,18300
36,Male,Master's,Business Developer,10.8,37000
32,Male,Baccalauréat,Technicien de Maintenance,5.5,21500
27,Female,Bachelor's,Développeur Software,4.4,43200
34,Female,Master's,Technicien de Maintenance,6.1,24100
19,Male,CAP/BEP,Assistant Administratif,1.0,20800
38,Male,Bachelor's,Commercial,8.4,31100
41,Female,Master's,Médecin,14.2,79400
34,Male,Master's,DevOps Engineer,11.0,62600
35,Male,Master's,Data Scientist,2.3,49600
47,Male,CAP/BEP,Juriste,19.7,40600
26,Male,Master's,Trader,2.5,46100
34,Male,Master's,Technicien de Maintenance,8.4,23900
18,Female,Baccalauréat,Logisticien,0.0,17764
33,Female,PhD,Consultant IT,5.4,32100
31,Female,Baccalauréat,Responsable RH,13.0,30700
44,Male,Bachelor's,Office Manager,12.3,25400
27,Male,PhD,Médecin,0.0,81700
37,Male,Bachelor's,Technicien de Maintenance,16.0,25900
36,Male,Bachelor's,Office Manager,12.3,61100
40,Female,Master's,Développeur Software,11.3,55700
36,Female,Bachelor's,Infirmier,3.1,28200
23,Female,Master's,Data Engineer,0.0,35600
54,Male,PhD,Développeur Software,23.0,53800
39,Male,CAP/BEP,Juriste,21.0,44000
44,Male,Baccalauréat,Chef de Projet IT,26.0,39900
41,Male,PhD,Commercial,6.4,27300
21,Male,Bachelor's,Chargé de Communication,0.0,24000
25,Male,Master's,Développeur Software,0.5,32600
26,Male,Master's,DevOps Engineer,2.8,42600
32,Male,PhD,Data Scientist,2.8,54700
25,Female,Bachelor's,Data Analyst,4.0,20400
18,Male,Baccalauréat,Commercial,0.0,27500
25,Male,Bachelor's,Conducteur de Projet,2.5,19000
27,Female,PhD,Chercheur,0.0,42700
23,Male,Master's,Ingénieur Systèmes,0.0,41100
36,Male,Bachelor's,Ingénieur Systèmes,1.2,31900
36,Male,Bachelor's,Logisticien,11.1,30800
43,Female,Bachelor's,Médecin,10.5,56300
46,Female,Bachelor's,Technicien de Maintenance,9.1,28500
38,Female,Bachelor's,Consultant IT,3.6,30600
56,Male,Master's,Consultant Finance,28.9,78000
32,Male,Bachelor's,Infirmier,10.7,22700
44,Female,Master's,Data Analyst,12.7,39900
30,Male,Bachelor's,Commercial,9.0,61600
31,Female,Bachelor's,Chargé de Communication,7.9,28900
44,Male,Bachelor's,Chercheur,5.7,33000
47,Male,PhD,Responsable Commercial,19.7,115000
30,Male,Bachelor's,Chargé RH,6.6,30900
46,Male,Bachelor's,Enseignant,11.3,32500
42,Male,Master's,DevOps Engineer,8.8,46800
27,Male,PhD,Développeur Software,0.0,50100
39,Male,Bachelor's,Logisticien,17.3,35300
46,Female,Master's,Commercial,15.9,59100
35,Male,PhD,Ingénieur Systèmes,6.0,45600
31,Male,Master's,Data Scientist,2.4,51700
45,Male,Bachelor's,Contrôleur de Gestion,8.3,47400
35,Female,Bachelor's,Account Manager,14.0,35500
25,Female,Bachelor's,Business Developer,2.1,31400
46,Male,Master's,Ingénieur Systèmes,17.4,101300
38,Female,Master's,Account Manager,13.2,34800
27,Female,Bachelor's,Business Developer,2.9,28600
53,Male,Bachelor's,Technicien de Maintenance,17.6,37200
38,Female,Baccalauréat,Responsable RH,12.3,40000
35,Male,Master's,Data Scientist,4.6,51200
41,Male,Bachelor's,Conducteur de Projet,15.5,37100
27,Male,Bachelor's,Technicien de Maintenance,4.4,27300
39,Male,Master's,Développeur Software,8.9,40600
42,Male,Bachelor's,Assistant Administratif,11.8,23100
24,Female,Baccalauréat,Commercial,3.7,22900
31,Male,Bachelor's,Enseignant,7.7,32100
30,Female,Master's,Consultant Finance,4.7,66900
47,Female,Master's,Chef de Projet IT,14.3,29700
27,Female,PhD,Data Scientist,0.0,42100
55,Female,Baccalauréat,Comptable,19.4,24000
31,Male,Baccalauréat,Architecte Cloud,8.4,55700
36,Male,CAP/BEP,Architecte Cloud,9.3,30700
23,Male,Master's,Technicien de Maintenance,0.0,34000
36,Female,Master's,Assistant Administratif,10.6,20600
58,Female,Master's,Pharmacien,18.0,56400
37,Female,Bachelor's,Comptable,8.9,32200
46,Male,Bachelor's,Contrôleur de Gestion,21.7,30200
35,Male,Baccalauréat,Chargé RH,10.9,20200
26,Male,Baccalauréat,Logisticien,3.3,36000
34,Male,Bachelor's,Commercial,9.7,45000
33,Male,Bachelor's,Enseignant,10.1,20700
35,Male,Master's,ML Engineer,12.0,71100
39,Male,Bachelor's,Contrôleur de Gestion,16.8,55300
40,Male,PhD,Data Analyst,8.3,57300
45,Male,Bachelor's,Chargé RH,11.4,27600
32,Female,Master's,Juriste,7.5,48100
38,Female,Bachelor's,Ingénieur Systèmes,8.3,29400
28,Female,Master's,Responsable RH,3.2,37200
39,Male,PhD,Consultant IT,6.9,59500
34,Male,Master's,Commercial,9.7,59200
37,Female,Master's,Data Scientist,8.7,37300
46,Male,PhD,Chercheur,17.9,58900
44,Male,Master's,Chef de Projet IT,18.2,70700
29,Male,Baccalauréat,Commercial,5.2,20700
40,Female,Master's,Assistant Administratif,10.2,19100
37,Female,Baccalauréat,Account Manager,13.8,45400
36,Female,Master's,Chef de Projet IT,13.0,58800
34,Male,PhD,Contrôleur de Gestion,7.0,64800
33,Female,Master's,Chef de Projet IT,9.7,41400
44,Male,Bachelor's,Responsable Marketing,14.3,42400
46,Male,Master's,Data Engineer,19.7,51000
25,Female,Bachelor's,Office Manager,3.5,23200
23,Male,Master's,Ingénieur Systèmes,0.0,50800
50,Male,Baccalauréat,Infirmier,32.0,24700
40,Female,Bachelor's,ML Engineer,10.8,43900
46,Male,PhD,Comptable,14.0,38400
26,Male,Master's,Comptable,2.4,37800
23,Female,Master's,Contrôleur de Gestion,0.0,29700
30,Female,Master's,Analyste Financier,5.5,40900
37,Female,Bachelor's,Business Developer,12.6,31400
32,Female,Bachelor's,Logisticien,7.0,18200
42,Male,CAP/BEP,Technicien de Maintenance,16.1,22600
43,Male,Baccalauréat,Chargé de Communication,13.3,35100
32,Male,Baccalauréat,Logisticien,2.0,18500
42,Female,Bachelor's,Commercial,12.8,19400
45,Male,Master's,Juriste,11.5,46800
46,Male,Bachelor's,Technicien de Maintenance,16.2,23300
27,Female,Master's,Responsable RH,3.8,40300
32,Male,Master's,Responsable RH,5.7,36000
38,Male,Master's,Développeur Software,9.8,85100
43,Male,Master's,DevOps Engineer,16.1,67700
44,Male,Bachelor's,Responsable RH,23.0,65700
54,Female,Bachelor's,Directeur Financier,26.9,68600
37,Male,Master's,Responsable Commercial,9.0,47400
27,Female,PhD,Directeur Financier,0.0,84700
26,Female,Bachelor's,Data Analyst,5.0,24300
43,Female,Baccalauréat,Data Engineer,25.0,26600
34,Female,CAP/BEP,Chargé RH,14.4,21200
42,Female,Baccalauréat,Data Scientist,17.3,46800
31,Female,Master's,Consultant Finance,7.2,42800
23,Male,Master's,Ingénieur Systèmes,0.0,40700
41,Female,Bachelor's,Chargé RH,17.0,22700
31,Female,Baccalauréat,Commercial,9.1,23900
35,Female,Bachelor's,Account Manager,14.0,40500
43,Female,Bachelor's,Office Manager,18.3,29100
57,Female,Bachelor's,Logisticien,22.2,22500
32,Male,Master's,DevOps Engineer,6.6,50800
52,Male,Master's,Chef de Projet IT,21.5,77400
21,Female,Bachelor's,Data Engineer,0.0,23000
22,Male,Bachelor's,Développeur Software,1.0,34500
42,Male,Baccalauréat,Infirmier,17.2,25100
44,Female,Baccalauréat,Trader,24.2,76100
39,Female,Bachelor's,Logisticien,15.8,19600
21,Male,Bachelor's,Data Scientist,0.0,30500
51,Male,Master's,Data Analyst,22.7,41500
34,Male,CAP/BEP,Chef de Projet IT,8.8,32000
35,Male,Baccalauréat,Directeur Financier,6.3,51000
29,Male,Bachelor's,Architecte Cloud,8.0,64800
43,Male,Baccalauréat,Infirmier,24.0,31500
26,Female,Baccalauréat,Technicien de Maintenance,8.0,19900
34,Male,Master's,Enseignant,4.1,23400
41,Male,Baccalauréat,Assistant Administratif,20.1,38300
39,Female,CAP/BEP,Technicien de Maintenance,14.7,23900
32,Female,Master's,Data Engineer,5.4,40300
26,Male,Baccalauréat,Technicien de Maintenance,6.1,17764
42,Male,PhD,Consultant IT,8.5,68700
49,Female,Bachelor's,Consultant IT,25.9,40100
48,Male,Master's,Technicien de Maintenance,17.2,28500
37,Female,Bachelor's,Assistant Administratif,10.1,29600
50,Female,Baccalauréat,Chercheur,25.0,29000
40,Female,Master's,Enseignant,15.9,35400
33,Male,Bachelor's,Chargé RH,11.8,30800
33,Female,Bachelor's,Chargé RH,9.2,28200
45,Male,PhD,Développeur Software,14.3,66300
31,Male,Master's,Enseignant,3.1,21600
29,Male,Bachelor's,Médecin,6.7,60200
36,Male,Master's,Business Developer,5.1,43800
45,Female,Master's,Contrôleur de Gestion,14.9,73500
29,Female,Master's,Ingénieur Systèmes,6.0,39600
28,Female,Bachelor's,Assistant Administratif,6.3,20800
35,Female,PhD,Chercheur,5.1,45400
44,Male,Master's,Data Scientist,13.2,79700
23,Female,Baccalauréat,Chef de Projet IT,2.8,29300
35,Male,Master's,Trader,11.9,77700
40,Male,Bachelor's,Assistant Administratif,11.7,24100
30,Female,Master's,Chef de Projet IT,1.8,34400
33,Male,Master's,Enseignant,7.0,47700
44,Female,Bachelor's,Responsable Commercial,13.5,42600
30,Female,Baccalauréat,Chef de Projet IT,7.5,25600
41,Male,Master's,Data Scientist,8.3,40400
35,Female,Bachelor's,Data Analyst,6.1,48200
60,Female,Bachelor's,Logisticien,19.6,26400
53,Male,Bachelor's,Chef de Projet IT,23.3,58000
30,Female,Bachelor's,Chargé de Communication,9.0,25900
23,Female,Master's,Commercial,0.0,22100
27,Male,PhD,Médecin,0.0,57000
18,Female,Baccalauréat,Account Manager,0.0,19700
24,Male,Master's,Data Engineer,1.0,44600
40,Male,Bachelor's,Contrôleur de Gestion,10.2,36100
31,Male,Master's,Logisticien,3.8,27000
43,Male,Bachelor's,Commercial,18.7,29100
21,Female,Bachelor's,Architecte Cloud,0.0,42600
34,Female,Bachelor's,Ingénieur Systèmes,11.7,33100
40,Female,Master's,Contrôleur de Gestion,9.9,41800
28,Male,Baccalauréat,Chargé RH,7.2,21400
45,Male,PhD,Office Manager,14.9,42600
49,Female,Master's,Chargé RH,11.4,22300
34,Female,Bachelor's,Comptable,11.4,20300
52,Male,Master's,Architecte Cloud,16.7,129400
48,Male,Bachelor's,Chercheur,20.8,45700
33,Female,Bachelor's,Commercial,8.6,21200
55,Male,Baccalauréat,Chef de Projet IT,36.1,64700
31,Female,CAP/BEP,Consultant Finance,13.0,28600
35,Male,Master's,Chercheur,6.9,41300
46,Female,CAP/BEP,Assistant Administratif,16.6,25100
44,Female,Bachelor's,DevOps Engineer,13.9,41400
31,Female,Master's,ML Engineer,6.0,54000
52,Female,Bachelor's,Business Developer,31.0,57800
41,Male,Bachelor's,Conducteur de Projet,15.8,38200
56,Male,PhD,Contrôleur de Gestion,10.5,55800
52,Male,Baccalauréat,Chargé de Communication,34.0,28200
52,Male,Master's,Développeur Software,28.7,64500
47,Female,Master's,DevOps Engineer,15.7,62200
42,Male,Master's,Business Developer,7.3,29600
